name,price_raw,price_numeric,currency,image_url,product_url,page_number,source,source_url
Delivering the Truth (Quaker ...,Â£20.89,20.89,GBP,../../../../media/cache/57/31/5731a5d46c2c1e88977eb5e6d1337a2e.jpg,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,1,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Mysterious Affair at ...,Â£24.80,24.8,GBP,../../../../media/cache/32/94/3294e5eaf73a37958583483fc9a90f04.jpg,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
In the Woods (Dublin ...,Â£38.38,38.38,GBP,../../../../media/cache/24/a1/24a175dac7cb91ff26e2d723cdc6e098.jpg,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Silkworm (Cormoran Strike ...,Â£23.05,23.05,GBP,../../../../media/cache/3a/2c/3a2c46cd40a7ecbd7c40815d6390fb8a.jpg,https://books.toscrape.com/catalogue/the-silkworm-cormoran-strike-2_280/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Exiled,Â£43.45,43.45,GBP,../../../../media/cache/2d/1a/2d1aeb1cc8a23064164e230fa232cc04.jpg,https://books.toscrape.com/catalogue/the-exiled_247/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Cuckoo's Calling (Cormoran ...,Â£19.21,19.21,GBP,../../../../media/cache/11/81/11815f24d043f77d4f09a3522a688a5c.jpg,https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Extreme Prey (Lucas Davenport ...,Â£25.40,25.4,GBP,../../../../media/cache/de/86/de86d4f1563fad2ca088922fbbb2b36a.jpg,https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Career of Evil (Cormoran ...,Â£24.72,24.72,GBP,../../../../media/cache/9e/ff/9eff8b66d583e8f0ba58a0bc86de40f2.jpg,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The No. 1 Ladies' ...,Â£57.70,57.7,GBP,../../../../media/cache/34/2e/342ec55d460f3dd49d77dac2bd4ff489.jpg,https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Girl You Lost,Â£12.29,12.29,GBP,../../../../media/cache/90/0d/900dba6987796f4312a6a6737b0ea94d.jpg,https://books.toscrape.com/catalogue/the-girl-you-lost_66/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Girl In The ...,Â£15.85,15.85,GBP,../../../../media/cache/d8/f7/d8f77fe7f4bb8610e903741441f84702.jpg,https://books.toscrape.com/catalogue/the-girl-in-the-ice-dci-erika-foster-1_65/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Blood Defense (Samantha Brinkman ...,Â£20.30,20.3,GBP,../../../../media/cache/cb/f6/cbf6d4b61953f29d7eedd2c9e01a9d74.jpg,https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
1st to Die (Women's ...,Â£53.98,53.98,GBP,../../../../media/cache/2b/41/2b4161c5b72a4ae386b644682361b34a.jpg,https://books.toscrape.com/catalogue/1st-to-die-womens-murder-club-1_2/index.html,2,books_mystery,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html
